Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Class
US,634,SJC,PHX,6,750,105,1
B6,310,FLL,IAD,2,685,144,0
WN,960,MDW,TUS,5,1145,240,1
AS,641,PHX,SEA,3,420,188,0
DL,2464,ABQ,MSP,5,345,163,0
UA,395,IAD,ORD,3,882,132,1
B6,87,JFK,SLC,6,1230,326,0
EV,7120,ORD,ROC,2,526,95,1
MQ,2869,DFW,CRP,1,1085,80,0
XE,3003,BNA,IAH,2,760,125,0
OO,4800,LAX,SAN,5,495,46,0
AA,1247,ORD,LAX,1,680,265,0
WN,2254,DAL,SAT,3,640,65,1
FL,1172,CLT,MCO,7,628,100,0
DL,1672,TPA,ATL,3,435,102,0
CO,1646,IAH,ORD,7,630,144,1
US,1645,DCA,TPA,3,1170,144,1
DL,2276,MCO,LGA,1,420,152,0
EV,7301,ATL,GPT,3,777,81,0
OO,4638,SAN,LAX,6,380,49,1
YV,7250,ORD,PHL,5,687,114,1
EV,7079,IAD,CAE,2,745,87,1
UA,691,LGA,ORD,4,1081,163,1
MQ,4208,BWI,ORD,1,1155,145,1
9E,4004,MSP,DSM,4,620,71,0
OO,4583,DEN,SLC,1,705,90,1
B6,644,SFO,JFK,3,675,321,1
OH,6265,DTW,ROC,4,825,81,0
9E,4215,ATW,DTW,7,830,85,0
9E,4269,LIT,DTW,3,1050,134,0
OH,6682,PIT,CVG,6,1045,90,0
MQ,4358,IND,ORD,7,965,70,0
US,1022,CLT,RIC,6,1220,68,0
AA,1304,TUL,DFW,5,1030,70,0
9E,4228,IND,DCA,2,1100,100,0
EV,5394,ATL,MLI,5,1310,119,1
MQ,3670,TLH,MIA,4,775,85,1
F9,499,DEN,CAK,3,805,162,1
DL,1560,SEA,CVG,3,740,257,1
WN,910,BHM,DAL,1,1115,115,1
XE,5937,SAV,ORD,3,688,150,0
FL,542,ATL,PHX,5,1250,264,1
DL,1427,DTW,ATL,1,1170,136,1
US,621,PHX,OAK,1,650,123,1
MQ,4144,ORD,CMI,6,985,50,0
MQ,3061,LAX,SAN,5,945,45,0
WN,1945,MDW,LGA,4,885,130,1
EV,5533,PHF,ATL,6,633,112,0
WN,2795,LAX,PHX,3,1220,75,1
DL,1038,ATL,IND,4,1319,98,0
OO,6761,SBN,ORD,3,555,46,1
WN,1434,MDW,STL,5,890,65,1
US,1675,CLT,MIA,3,795,123,0
UA,172,SFO,BOS,2,511,338,0
UA,204,SEA,SFO,2,925,127,0
EV,5189,TYS,ATL,2,450,77,0
US,335,LAX,PHX,1,470,88,0
AA,829,DFW,COS,1,1270,115,0
WN,764,MDW,PHL,3,565,115,1
US,1109,JFK,CLT,4,720,124,0
XE,2973,TUL,IAH,6,465,90,0
OO,6460,DEN,ABQ,6,481,74,1
AA,544,DFW,MCO,4,860,145,0
AA,1155,BOS,DFW,4,695,265,0
UA,692,ORD,LGA,2,1050,125,1
AA,543,ORD,PSP,4,600,265,0
WN,957,JAX,FLL,5,510,70,0
DL,2338,ATL,DCA,3,740,106,0
XE,2484,EWR,MCI,5,772,197,0
FL,1585,BKG,ATL,6,1060,94,0
B6,968,LAX,JFK,4,1360,311,1
WN,2181,SEA,RNO,4,780,95,0
9E,3708,MSY,ATL,6,900,92,0
CO,1893,SMF,IAH,2,750,217,1
DL,2159,JFK,MCO,7,1130,191,0
WN,333,MCO,MDW,7,1105,175,1
FL,146,ATL,DTW,4,860,115,0
DL,1412,ATL,ORD,4,735,125,0
WN,1069,MDW,CMH,2,635,65,0
YV,2631,CLT,SAV,1,564,64,1
US,632,BUR,PHX,1,410,87,0
AA,1034,DEN,DFW,5,640,120,0
AA,1312,SJU,BDL,7,1140,240,0
WN,1721,MSY,DEN,5,1020,180,1
AA,1631,MSY,MIA,3,360,105,0
UA,356,SEA,DEN,7,866,157,0
OO,4844,SLC,RAP,5,1025,99,0
WN,405,OAK,SEA,7,375,125,1
F9,107,MSP,DEN,5,851,124,1
9E,4070,OMA,MSP,1,1135,76,0
OO,6268,XNA,DEN,2,529,130,1
OO,4666,FAT,SLC,1,985,95,1
OH,6298,CVG,DTW,1,801,84,0
YV,2691,CLT,SDF,1,1345,89,1
WN,1003,FLL,TPA,3,825,60,1
UA,47,LAX,OGG,3,910,341,0
WN,487,MCI,IND,6,765,80,1
EV,5449,ATL,BHM,1,990,55,1
OH,6389,CVG,BDL,4,1140,118,0
WN,637,IND,LAS,4,835,255,1
B6,453,BOS,FLL,3,574,204,0
9E,3838,BUF,DTW,2,609,85,0
EV,5253,ATL,VPS,5,1366,68,0
OO,4468,MEM,MKE,7,1150,106,1
AA,620,DFW,SAT,7,855,65,0
XE,2129,PHL,CLE,2,567,90,1
B6,48,JFK,BTV,7,660,67,1
OO,6330,ONT,SFO,2,360,85,1
DL,2592,PHX,MSP,5,980,185,1
XE,5982,ORD,SDF,3,973,72,0
MQ,3384,CHS,DFW,6,460,190,0
WN,2542,LAS,DEN,6,725,115,0
XE,2398,TUL,EWR,4,430,170,1
EV,5411,ATL,HPN,1,966,134,1
US,1525,CLT,DEN,7,564,223,0
MQ,2770,LFT,DFW,4,730,85,0
AA,1030,MSY,DFW,1,835,100,1
OO,4800,SLC,LAX,2,410,115,0
MQ,4318,ORD,BWI,6,845,115,0
XE,2144,ROC,CLE,1,1135,67,1
DL,2865,BUF,ATL,3,370,154,0
WN,1385,OAK,BUR,7,680,65,0
MQ,2973,DFW,MOB,4,1105,90,0
AA,348,ORD,LGA,5,1135,125,1
CO,1594,LAX,IAH,5,560,197,0
DL,2684,MIA,DCA,5,633,146,0
DL,2563,DTW,ATL,3,1110,131,0
AA,2445,DFW,LAX,3,855,210,0
US,224,PHX,BOS,4,975,284,0
9E,4391,DTW,RDU,3,450,105,1
DL,1889,CVG,ATL,3,360,103,0
OO,6837,OKC,ORD,6,1088,122,1
WN,1129,DAL,SAT,2,585,65,0
CO,338,EWR,MIA,6,435,190,0
WN,1655,BNA,MDW,4,450,90,0
OO,4568,SEA,SLC,6,955,115,1
OO,6242,OMA,DEN,1,801,96,1
WN,1227,FLL,DEN,3,1040,280,1
EV,5518,TYS,ATL,6,925,66,1
DL,2731,RIC,ATL,7,645,108,0
CO,539,MIA,EWR,7,1025,188,0
DL,2720,ORD,DTW,7,980,84,1
MQ,3615,MIA,CLE,3,520,170,0
MQ,4309,SYR,ORD,2,810,130,1
XE,3075,PVD,CLE,4,850,113,1
EV,5310,AGS,ATL,7,813,67,1
DL,2522,MIA,MSP,6,1045,244,1
MQ,4469,DCA,BNA,1,735,120,0
OO,6455,LAX,YUM,2,577,70,1
OH,6498,ORD,ATL,2,350,128,0
MQ,4197,BNA,ORD,7,750,95,1
AA,2103,IAD,MIA,4,360,160,0
OO,6485,SFO,CEC,4,713,93,0
US,1967,DCA,CLT,7,559,101,0
MQ,2944,MAF,DFW,7,1105,70,0
AA,647,STL,LAX,6,1260,255,1
MQ,4537,RDU,JFK,5,1030,105,1
OO,7796,SLC,SUN,7,1305,70,1
AA,630,MCO,JFK,4,720,150,0
UA,990,ORD,IAD,3,1096,109,0
OO,6604,DEN,ATL,6,619,174,0
WN,1217,LAX,HOU,4,555,185,0
AA,810,SFO,ORD,2,385,255,0
EV,5321,ATL,CHS,4,1055,73,1
HA,506,HNL,OGG,1,860,39,1
DL,2596,SFO,CVG,1,738,262,1
F9,659,DEN,SFO,4,735,157,1
OO,6869,DAY,ORD,1,790,74,1
DL,1068,MSP,CLT,3,1150,142,1
US,70,SEA,PHL,3,1330,297,0
AA,530,DFW,TPA,7,1260,130,0
US,1944,CLT,EWR,4,1335,103,1
WN,2906,MCO,MKE,5,635,175,0
XE,2361,EWR,ORD,4,899,154,0
F9,414,LAX,DEN,2,907,135,1
DL,1763,ATL,SAT,6,1175,171,1
DL,2182,SNA,MSP,3,900,216,0
WN,962,BWI,BOS,1,435,85,0
MQ,3842,MSP,ORD,7,350,95,1
F9,173,DFW,DEN,7,1163,119,1
EV,5597,ATL,MGM,2,670,60,1
UA,311,EWR,DEN,5,475,279,1
DL,385,ATL,SAV,6,1300,67,0
MQ,3932,SGF,ORD,3,485,95,0
9E,3675,MSP,OKC,5,860,125,0
EV,5373,SYR,ATL,3,1085,155,0
AS,586,PDX,SNA,6,700,142,0
AS,878,OGG,SEA,1,545,335,0
9E,4073,FWA,ATL,1,1000,114,0
AS,305,SFO,SEA,6,785,128,1
AS,522,SEA,BUR,5,470,145,0
OH,6549,MFE,MEM,1,345,118,0
XE,2513,MHT,EWR,2,560,70,0
MQ,4489,LGA,BOS,3,1190,65,1
FL,1178,GRR,RSW,7,949,170,1
MQ,3778,ORD,DCA,1,550,105,0
AA,1548,COS,DFW,5,670,105,1
YV,2716,PHX,FAT,2,1265,102,0
DL,1463,DCA,MSP,2,1205,174,0
AS,129,SEA,FAI,2,1150,235,0
B6,580,PBI,HPN,3,1101,159,1
MQ,3989,DAY,ORD,1,670,75,0
WN,1163,SAT,DAL,2,915,60,1
AA,518,MIA,JFK,7,425,165,1
AA,2238,ORD,MIA,4,740,185,1
EV,5564,ILM,ATL,6,360,88,0
AA,2364,DFW,ORD,4,1040,145,1
MQ,3939,BNA,ORD,3,360,105,0
MQ,4540,CMH,LGA,1,820,105,0
XE,2078,IAH,MFE,2,550,73,1
AA,179,JFK,SFO,3,595,390,0
WN,2990,SJC,SNA,1,390,75,0
MQ,4383,JFK,STL,1,1110,190,1
YV,7214,ORD,ORF,4,1031,121,0
DL,1142,PBI,LGA,3,1185,165,0
DL,2956,SAN,JFK,7,390,325,0
FL,430,ATL,MKE,3,1077,126,0
WN,1824,BWI,ORF,4,510,50,0
DL,2474,MCO,MSP,7,1085,206,1
XE,2082,CHS,EWR,2,580,115,0
US,1509,CLT,PHX,6,681,278,1
AS,957,LAX,ANC,6,1255,320,1
EV,5566,ATL,EWN,1,608,95,0
CO,728,EWR,DEN,7,875,274,0
DL,2999,MSP,PHX,1,1310,209,1
WN,1419,OKC,LAS,3,1040,170,1
OO,4846,ICT,MEM,3,1000,88,1
MQ,2871,JAN,DFW,3,505,95,0
AA,1762,MIA,ATL,4,935,125,1
F9,234,SNA,DEN,3,618,129,0
B6,457,BOS,FLL,4,1004,204,1
MQ,3980,ORD,ICT,5,880,120,1
B6,117,JFK,MSY,4,415,204,1
DL,1438,ATL,DCA,5,1295,100,0
9E,3932,DTW,MHT,4,835,116,0
B6,448,TPA,BOS,4,760,166,0
US,49,LAX,LAS,4,760,65,0
AA,575,MIA,SJU,6,465,145,0
EV,5558,ATL,MLI,5,820,117,0
US,543,DFW,LAS,3,840,179,1
WN,1096,LAS,MCI,5,880,170,1
EV,7125,MHT,IAD,1,860,110,1
CO,220,IAH,PHX,6,545,174,0
WN,2123,MDW,TUS,6,720,235,1
WN,453,MSP,MDW,3,1105,90,1
UA,486,AUS,IAD,4,713,194,0
OH,6330,ATL,TRI,6,596,76,0
EV,5196,ATL,DSM,6,502,143,0
WN,746,ISP,MDW,3,1010,160,1
CO,1611,EWR,IAH,3,1245,254,1
OO,6537,ORD,MKG,5,1075,51,1
FL,601,BWI,RSW,4,505,161,0
F9,791,DEN,PDX,2,503,169,1
XE,2308,IAH,BRO,4,919,69,1
US,1840,DFW,CLT,2,835,143,1
OH,6461,BOS,JFK,3,450,87,0
HA,529,OGG,HNL,5,781,34,0
OO,4556,SLC,TUS,1,1206,109,1
OO,3048,PIT,MKE,6,865,91,1
AA,874,ORD,BOS,4,1150,135,0
DL,1567,ATL,SAN,5,1140,293,1
WN,1980,TPA,JAX,1,415,50,0
CO,318,EWR,TPA,2,1215,186,1
WN,2091,FLL,BDL,1,705,180,0
WN,3930,LAX,ABQ,5,450,105,0
US,945,SAT,CLT,2,420,160,0
EV,7137,CAE,IAD,1,1167,83,0
B6,465,BOS,RSW,5,505,220,0
WN,959,MCO,PIT,5,1200,135,1
OO,4850,SLC,DFW,5,590,172,1
XE,2269,GPT,IAH,3,560,89,0
OO,6493,SEA,PDX,4,705,47,1
UA,754,SEA,ORD,4,1405,223,0
OO,6831,ORD,COS,1,588,153,0
B6,747,BDL,MCO,4,996,179,0
AA,817,BNA,DFW,6,370,130,0
WN,2542,DEN,SLC,5,930,90,0
XE,2019,GSP,IAH,4,845,154,0
OH,6444,AVL,DTW,1,750,109,1
EV,5597,ATL,MGM,6,670,60,0
AA,1203,DFW,SEA,1,1135,260,0
US,1513,CLT,PHX,1,774,276,1
XE,2155,MSP,EWR,2,550,149,0
US,982,CLT,MSP,5,880,170,1
OH,6568,DTW,CRW,2,600,84,0
F9,318,MKE,DCA,1,1199,110,0
DL,1324,ATL,RIC,7,585,103,1
UA,926,LAX,SFO,7,991,85,0
EV,5593,ELP,ATL,3,802,177,1
US,1019,CLT,MIA,6,600,131,1
US,583,PHX,GEG,2,686,176,0
US,1505,CLT,PHX,5,451,288,1
OO,7779,SGU,SLC,7,1170,77,1
WN,498,MDW,PHL,5,710,120,1
9E,4260,PVD,DTW,6,530,139,0
CO,1402,EWR,LAX,6,510,367,1
WN,135,LIT,MDW,3,455,100,1
MQ,3949,AZO,ORD,1,630,55,1
EV,5412,ATL,SHV,5,515,125,1
F9,725,DEN,SAN,6,1270,139,1
UA,94,PHX,SFO,3,859,128,0
B6,748,SJU,MCO,7,1121,182,0
EV,5421,TYS,ATL,2,532,78,0
MQ,4370,ORD,MHK,1,1140,110,1
WN,533,LAS,RNO,1,520,75,1
MQ,3695,JFK,ORF,7,1045,90,0
CO,380,LAS,CLE,1,935,232,0
WN,3074,RSW,MDW,3,1130,180,0
EV,5230,ATL,CVG,4,1230,88,0
WN,1795,SNA,SJC,5,1275,75,1
B6,759,SJU,MCO,6,1225,181,1
AA,1520,LAX,MIA,4,725,300,0
WN,2039,SNA,SFO,5,1125,85,0
FL,785,MCO,PHF,1,948,102,0
WN,3403,ABQ,BWI,4,510,220,0
WN,2796,SAT,PHX,2,775,150,1
US,1271,BOS,PHL,2,750,94,0
WN,1753,ISP,BWI,5,400,75,1
YV,2816,PHX,DSM,5,598,178,0
FL,1219,SRQ,MDW,6,740,166,1
AA,410,MIA,BNA,6,1305,135,0
FL,1118,MCO,LGA,7,480,146,0
AA,937,BOS,MIA,1,420,215,0
EV,5173,ECP,MEM,1,985,92,0
CO,547,ORD,IAH,6,835,164,1
WN,888,BUR,OAK,4,435,75,0
9E,3899,DTW,LAN,4,1035,47,1
XE,2952,IAH,OKC,2,885,83,0
WN,109,DEN,SEA,3,515,185,1
EV,7084,DAY,ORD,2,617,74,1
OO,7021,ORD,CVG,5,799,78,1
US,1749,ORD,PHL,2,580,115,0
OO,6467,COS,LAX,6,416,161,0
OO,6958,MKG,ORD,3,627,53,1
EV,5100,ATL,LEX,4,976,72,1
DL,2192,TPA,DTW,6,510,161,0
CO,676,EWR,RSW,7,1005,194,0
WN,2206,PHX,SAT,7,1195,125,1
AA,506,TUL,MIA,6,530,175,1
US,1458,CLT,JFK,3,1329,114,1
AA,866,MIA,PHL,1,1330,159,1
DL,1327,DTW,BDL,4,1300,101,1
9E,3911,MSP,GRB,6,795,72,1
OO,6836,ORD,MSN,4,545,48,0
OO,6731,MKE,DEN,7,510,185,1
XE,2014,ORD,EWR,2,640,128,1
UA,510,SFO,SEA,3,499,133,0
EV,7357,STL,MEM,3,1030,70,1
WN,913,AMA,DEN,7,1030,80,1
CO,1092,IAH,CMH,3,800,149,0
AA,2401,DFW,LAX,1,390,205,1
WN,595,RNO,MDW,2,600,230,1
UA,745,LGA,DEN,7,894,276,0
MQ,3869,ORD,SAT,3,885,175,0
FL,870,MSP,ATL,7,1083,152,1
AA,1686,ORD,RDU,2,455,110,1
US,1700,CLT,BDL,7,870,110,0
WN,24,HOU,DAL,4,720,55,1
DL,2316,LAS,DTW,3,685,245,0
US,1471,ORD,CLT,4,970,111,1
UA,381,ORD,SMF,1,587,280,0
MQ,4505,BOS,LGA,2,685,80,1
YV,2703,CLT,CHS,5,564,61,1
AA,1719,STL,LAX,4,830,250,0
EV,5206,ATL,CHA,1,771,46,1
EV,5144,ATL,GNV,5,776,70,0
UA,682,MCI,ORD,2,640,91,0
B6,240,LGB,OAK,3,415,78,1
MQ,2831,DFW,LIT,4,1050,70,1
OO,4639,ORD,SLC,7,970,205,0
XE,2942,IAH,DFW,5,575,68,0
FL,138,JAX,BWI,3,939,116,0
CO,507,ONT,IAH,1,75,167,0
HA,167,KOA,HNL,6,698,42,0
WN,102,SAN,ABQ,4,985,100,1
DL,1175,DTW,ATL,1,595,136,1
AS,11,EWR,SEA,6,450,375,0
MQ,3012,LAX,DEN,6,955,145,0
AA,712,DFW,LGA,4,605,195,1
OO,7044,OMA,DEN,5,679,97,0
EV,7066,ORD,GSO,4,715,102,1
DL,2596,SFO,CVG,4,738,262,0
WN,1884,LAS,PHX,1,755,70,1
US,752,BOS,PHL,3,990,101,0
FL,959,BWI,FLL,2,1006,158,1
WN,1425,HOU,BNA,4,695,105,1
DL,1009,MSP,ATL,2,550,162,1
OO,4722,LGB,SLC,4,985,109,1
DL,1450,LAS,MSP,1,60,186,0
OH,6354,CVG,EVV,4,810,59,0
MQ,3252,MOB,DFW,2,910,110,0
US,30,LAX,PHX,3,1285,78,1
DL,2101,BOS,ATL,6,960,183,0
YV,2912,PSP,PHX,7,709,66,0
DL,1183,ORF,ATL,2,405,135,0
US,1249,CLT,JAX,1,480,82,0
MQ,2898,DFW,ABI,1,580,50,0
OO,4744,OAK,SLC,3,992,103,0
EV,7077,IAD,GSO,2,1334,59,0
FL,854,MCO,ATL,4,480,100,0
DL,2842,ATL,EWR,5,515,136,0
WN,1802,RNO,LAX,6,930,80,1
XE,2092,DCA,EWR,3,660,67,0
WN,529,SAN,OAK,7,675,85,1
B6,288,LGB,LAS,7,1200,65,0
YV,7254,RDU,ORD,5,740,135,0
WN,1943,DEN,TUS,4,1230,115,1
MQ,3078,MRY,LAX,4,695,65,0
MQ,3727,ORD,LIT,1,1305,110,0
WN,225,MKE,BWI,1,1015,115,1
US,1585,PHL,MCO,3,690,154,1
AS,657,PHX,PDX,2,1090,170,0
DL,721,MSP,ATL,3,1115,155,1
B6,583,HPN,FLL,7,525,179,1
FL,558,ATL,BUF,3,610,124,1
AS,23,ORD,SEA,5,930,275,0
B6,1419,BOS,JAX,2,560,174,1
FL,761,MCO,HSV,6,955,100,1
FL,1422,IND,TPA,2,1016,133,1
DL,1381,BOS,LGA,4,630,71,0
US,90,ATL,PHX,6,690,261,0
MQ,4057,SYR,ORD,6,720,135,0
MQ,4364,ORD,CVG,1,1255,75,0
DL,2511,ATL,DFW,5,580,150,0
DL,2688,MCO,DCA,3,835,119,0
WN,2903,SAN,AUS,1,500,160,1
CO,426,IAH,BWI,2,1140,175,0
CO,1884,EWR,STT,4,465,238,1
DL,1843,JFK,SEA,1,1050,380,0
DL,66,TPA,ATL,2,807,99,1
HA,301,ITO,HNL,5,887,49,0
FL,687,ATL,ICT,6,1265,143,1
XE,2696,DAY,CLE,3,360,60,0
WN,2397,MCO,MDW,2,425,175,0
AA,1747,DCA,DFW,3,835,220,0
AA,1484,DFW,AUS,2,1185,60,1
MQ,3778,ORD,DCA,4,550,105,0
FL,562,ATL,BMI,6,610,107,1
DL,2250,LAS,MSP,5,950,187,0
WN,2176,PHX,LAS,7,1185,65,1
OH,6402,JFK,BOS,4,495,88,1
OO,4577,LEX,MSP,4,1130,130,1
EV,5333,MEM,MGM,7,1190,68,1
DL,1634,JFK,ATL,5,690,158,1
DL,2854,SFO,DTW,7,780,276,0
AA,1656,DFW,SDF,3,950,115,0
UA,903,IAD,DEN,5,988,244,1
HA,175,OGG,HNL,5,545,34,0
DL,2392,PHX,MSP,3,742,187,1
HA,263,ITO,HNL,7,972,49,1
WN,39,ECP,MCO,3,1160,65,1
DL,1068,TUS,MSP,6,856,189,0
WN,2100,MSY,BWI,5,480,140,0
MQ,4558,LGA,CLE,4,480,110,1
WN,3661,ABQ,SAN,2,1130,115,1
WN,1686,MHT,PHL,4,750,100,0
AS,505,SNA,SEA,7,1200,163,0
OH,6476,JFK,MSP,7,680,200,0
DL,2120,DTW,EWR,2,610,108,1
OH,6617,DTW,AVL,1,620,103,1
DL,27,ATL,DTW,5,655,125,0
WN,278,LAS,RNO,6,855,80,1
WN,2989,MCO,PIT,1,1145,135,1
HA,48,HNL,OAK,5,875,310,1
OH,6565,CVG,JAX,4,1235,115,1
HA,363,ITO,HNL,2,1180,49,0
B6,559,HPN,TPA,1,480,174,0
B6,325,BDL,FLL,5,440,197,0
B6,190,LAS,JFK,2,657,300,0
EV,7078,IAD,ROC,1,755,73,1
9E,4102,ATL,GSP,4,665,62,0
AA,826,SLC,DFW,2,500,170,0
DL,1324,ATL,RIC,2,585,103,0
B6,489,BOS,LGB,7,1075,390,0
EV,5413,ATW,ATL,4,390,138,1
B6,12,FLL,JFK,6,720,169,1
AA,530,DFW,TPA,6,1260,130,0
WN,1045,SAN,SMF,7,1260,95,1
9E,3944,MSP,MBS,3,1160,88,0
OH,6351,CVG,MEM,3,1050,99,1
OO,6868,DEN,BOI,3,1299,122,0
B6,171,JFK,SMF,5,1155,395,0
B6,1410,AUS,MCO,6,925,142,1
WN,1982,DAL,MAF,7,770,70,0
WN,843,HOU,ABQ,3,790,135,1
YV,2648,LAS,LAX,5,415,66,0
B6,466,RSW,BOS,5,943,177,0
WN,1262,MHT,MDW,5,660,160,0
WN,978,IAD,MDW,5,610,120,1
WN,313,MDW,SAN,1,1145,275,1
B6,1205,HPN,RSW,3,561,188,1
OO,6858,DEN,SAN,5,934,137,0
WN,3034,SLC,OAK,6,565,130,1
US,1776,CLT,BOS,1,1192,123,1
AA,1610,STL,ORD,7,525,75,0
9E,3815,MEM,MKE,2,520,108,0
MQ,4447,JFK,DCA,5,1240,80,1
DL,1972,TPA,ATL,3,330,85,0
CO,734,PHX,EWR,3,465,273,1
MQ,2940,ABI,DFW,3,395,50,0
HA,278,HNL,KOA,1,977,43,0
CO,625,EWR,CLE,4,385,102,1
OO,6309,LAX,PSP,4,966,54,0
AA,276,LAX,MIA,7,1340,280,1
WN,2592,MDW,PHL,6,450,125,0
9E,4243,CVG,MKE,2,565,90,0
DL,2768,SEA,ATL,2,800,285,0
YV,7260,DSM,ORD,2,1141,79,0
OH,6444,AVL,DTW,4,750,109,0
WN,3505,PIT,PHL,2,525,80,0
WN,3762,MSP,STL,2,370,105,1
US,662,DEN,PHX,3,733,112,1
WN,115,SLC,GEG,2,1040,115,1
DL,2820,ORD,DTW,2,1101,87,1
WN,964,MCO,PHX,1,755,300,1
XE,2098,IAH,MSP,1,1275,159,0
YV,2661,CLT,AUS,7,1220,188,0
AA,2246,LAX,AUS,4,1050,170,0
AA,2243,PIT,DFW,5,745,190,0
UA,345,ORD,MSY,3,582,146,0
DL,2114,MSP,LGA,6,1150,165,0
CO,1105,BOS,EWR,2,1005,92,1
CO,3,LAX,HNL,1,590,345,1
MQ,4410,RDU,LGA,1,485,90,0
MQ,3974,BNA,ORD,6,555,100,0
WN,836,MKE,MCI,6,550,100,0
XE,2586,IND,EWR,3,705,118,0
WN,1118,ELP,LAX,7,1135,130,1
US,1510,CLT,PHL,2,454,97,0
YV,2904,MEM,CLT,4,460,102,1
AA,501,DFW,PHX,5,595,160,0
WN,34,HOU,DAL,3,870,60,1
AA,1073,ICT,DFW,4,690,80,0
US,210,SJC,PHX,5,1155,105,0
YV,2914,BFL,PHX,4,723,92,0
WN,1255,SAT,DAL,4,1255,55,0
WN,3579,SAT,DAL,2,505,55,0
DL,1989,PHL,DTW,4,450,125,0
US,619,ONT,PHX,7,1310,71,1
MQ,3649,MIA,CVG,5,680,160,1
OO,6609,SFO,RDD,7,990,64,1
WN,1506,MDW,MHT,6,780,125,1
DL,2071,SLC,PHX,3,670,99,0
MQ,3692,MIA,RIC,6,730,140,1
WN,1676,LAS,MCI,3,1045,165,1
FL,281,BOS,ATL,3,415,165,0
DL,1178,ATL,GSP,4,1135,58,1
MQ,2941,DFW,PNS,3,935,100,0
9E,4256,DTW,TYS,3,1160,100,0
DL,1099,BDL,MCO,7,450,182,1
AA,1297,MIA,SJU,5,625,155,1
EV,5208,DCA,BOS,4,535,93,0
WN,815,BWI,MHT,3,715,75,1
EV,7081,DAY,IAD,3,873,86,1
OO,6511,TUS,LAX,3,1063,93,1
UA,139,SFO,LAX,7,840,83,1
AA,1356,DFW,IAD,3,665,165,0
DL,2435,DCA,TPA,1,595,140,0
UA,82,LAX,JFK,6,1360,320,1
FL,145,DTW,ATL,2,1015,123,0
AS,660,SEA,DFW,4,420,230,0
OO,4748,SLC,BTM,5,1296,79,1
B6,591,HPN,MCO,2,390,164,0
9E,3841,ATL,PNS,6,1045,76,0
UA,758,DEN,ICT,2,810,82,0
DL,1097,ATL,HOU,1,1140,143,0
WN,257,FLL,JAX,5,825,75,1
WN,2481,MDW,RDU,7,1230,115,1
DL,1004,ATL,DAY,1,655,99,1
DL,1650,LAS,MSP,4,558,192,1
EV,5306,SHV,MEM,4,1020,66,0
WN,631,BUF,MDW,6,655,110,0
DL,2650,SLC,BWI,4,1034,252,0
UA,77,SFO,HNL,6,1010,344,0
AA,1433,BDL,MIA,1,380,205,0
AS,755,STL,SEA,1,1080,268,0
OO,6662,MRY,SFO,5,1058,37,1
FL,481,BWI,MCO,3,420,142,0
UA,450,DEN,MSP,7,946,121,0
YV,1036,HNL,ITO,2,680,49,0
DL,2106,MCI,MSP,2,1024,86,1
FL,417,PWM,BWI,2,1078,97,0
OO,4869,MEM,SLC,2,395,206,0
DL,2876,MEM,MCI,1,845,94,1
WN,1046,SAN,SJC,2,825,80,0
OO,7016,RNO,SFO,4,838,67,0
F9,135,DFW,DEN,5,847,120,1
OO,6846,SFO,SBA,4,652,76,1
UA,18,LAX,DEN,5,360,145,0
AS,471,LAX,SEA,3,1110,167,1
OO,6760,BOI,DEN,4,765,110,0
EV,5491,ATL,SGF,5,515,123,0
CO,294,LAX,IAH,7,490,187,1
B6,573,HPN,PBI,4,405,170,1
DL,1264,SLC,IAD,3,1016,242,1
DL,1909,ATL,DAB,1,580,88,1
AA,1056,TUL,DFW,1,360,70,0
WN,2439,BOI,GEG,4,870,65,0
OO,6703,ORD,MEM,3,1275,95,1
OO,6974,SLC,DEN,4,360,93,0
XE,2056,MCI,EWR,2,624,165,0
WN,822,BOS,BWI,4,920,90,1
EV,4959,ATL,ABY,2,1236,53,1
XE,2244,PIT,EWR,3,756,114,1
WN,28,HOU,DAL,3,780,55,0
CO,1611,EWR,IAH,2,1245,254,1
UA,860,IAD,BOS,7,510,94,0
US,1701,CLT,DCA,5,695,76,1
9E,3806,DTW,CID,1,945,101,0
AA,1296,DFW,ATL,2,565,120,0
9E,4287,DTW,BDL,6,615,112,1
US,714,DFW,PHL,3,785,189,0
DL,1506,LAX,DTW,4,345,268,1
US,486,RNO,PHX,4,365,107,0
UA,388,TPA,DEN,2,449,247,0
WN,2375,STL,HOU,5,1070,135,1
DL,2190,ATL,MKE,4,634,126,0
FL,185,DCA,ATL,6,1139,126,0
US,1972,RSW,CLT,7,725,113,0
US,143,PHX,CMH,2,1190,216,1
AA,6,OGG,DFW,1,1080,420,0
US,1510,CLT,PHL,3,450,97,0
FL,864,MCO,ATL,1,1040,93,0
CO,220,IAH,PHX,5,540,181,0
OO,6532,COD,DEN,6,416,82,0
US,1463,CLT,SFO,3,1090,349,0
AA,1700,IAH,MIA,3,620,140,0
EV,5168,ATL,AVL,2,755,55,0
WN,103,BOS,STL,5,430,200,0
WN,500,HOU,MSY,3,855,60,1
MQ,3248,GRK,DFW,2,1000,50,0
WN,3153,PHX,RNO,3,630,115,0
OH,6347,JFK,DFW,4,1145,251,1
WN,332,PDX,PHX,6,925,155,1
AA,2258,SAT,DFW,2,375,65,0
EV,5414,DCA,BOS,5,415,93,0
